Year,Month,Day,Region,Site,Fisher,Method,sector,Fish no.,HL,Width,Whole Weight,Mantle weight,Quill length,Sex,Stage,OW.testes,NW.sperm,ODV.vasdeferens,OV.penis,Whole.nadWt,Nads kept,Mated,Comments
2013,6,30,Metro,Mangles Bay - West,Mangles Bay Fishing Club,,Recreational,131140,,,,,196,F,5,2.7,4.39,1.35,,8.44,,,
2013,6,30,Metro,Sulfur Bay,Mangles Bay Fishing Club,,Recreational,131141,,,,,109,F,2,0.14,0.06,,,,,,
2013,6,30,Metro,Sulfur Bay,Mangles Bay Fishing Club,,Recreational,131144,,,,,136,F,2,0.16,0.06,0.08,,0.3,,,
2013,6,30,Metro,Sulfur Bay,Mangles Bay Fishing Club,,Recreational,131145,,,,,125,F,2,0.43,0.08,0.06,,0.57,,,
2013,6,30,Metro,Sulfur Bay,Mangles Bay Fishing Club,,Recreational,131147,,,,,201,F,5,8.5,11.5,4.44,,24.44,,,
2013,6,30,Metro,Sulfur Bay,Mangles Bay Fishing Club,,Recreational,131148,,,,,187,F,4,1.64,2.93,1.01,,5.58,,,
2013,6,30,Metro,Sulfur Bay,Mangles Bay Fishing Club,,Recreational,131150,,,,,127,F,2,0.14,0.09,0.05,,0.28,,,
2013,6,30,Metro,Coathanger Bridge,Mangles Bay Fishing Club,,Recreational,131156,,,,,216,F,5,,11.9,5.25,,,,,
2013,6,30,Metro,Coathanger Bridge,Mangles Bay Fishing Club,,Recreational,131157,,,,,194,F,5,7.96,19.21,5.82,,32.99,,,
2013,6,30,Metro,Coathanger Bridge,Mangles Bay Fishing Club,,Recreational,131162,,,,,153,F,,,,,,,,,
2013,6,30,Metro,Coathanger Bridge,Mangles Bay Fishing Club,,Recreational,131165,,,,,119,F,2,,,,,,,,
2013,6,30,Metro,Coathanger Bridge,Mangles Bay Fishing Club,,Recreational,131166,,,,,197,F,5,9.58,,,,,,,
2013,6,19,Metro,Magles Bay,Alan Miles,6-8m,Recreational,131168,,,,,148,F,2,,,,,,,,
2013,6,19,Metro,Magles Bay,Alan Miles,6-8m,Recreational,131169,,,,,146,F,2,,,,,,,,
2013,6,19,Metro,Magles Bay,Alan Miles,6-8m,Recreational,131170,,,,,110,F,2,,,,,,,,
2013,6,19,Metro,Magles Bay,Alan Miles,6-8m,Recreational,131171,,,,,118,F,2,,,,,,,,
2013,6,19,Metro,Magles Bay,Alan Miles,6-8m,Recreational,131173,,,,,131,F,2,,,,,,,,
2013,7,11,Albany,King George Sound,Cracknell,,Commercial,131177,230,,475.3,141.8,230,F,5,35.28,22.85,6.68,,64.81,,,
2013,7,11,Albany,King George Sound,Cracknell,,Commercial,131179,267,,790.3,243.8,270,F,5,39.66,29.54,8.46,,77.66,,,
2013,7,11,Albany,King George Sound,Cracknell,,Commercial,131182,228,,480.6,153.7,228,F,5,19.82,12.65,4.16,,36.63,,,
2013,7,11,Albany,King George Sound,Cracknell,,Commercial,131185,213,,381.7,121.5,212,F,5,20.93,15.25,4.27,,40.45,,,
2013,7,11,Albany,King George Sound,Cracknell,,Commercial,131187,238,,532.2,152.3,238,F,5,25.54,14.96,3.89,,44.39,,,
2013,7,11,Albany,King George Sound,Cracknell,,Commercial,131190,224,,478.7,160.1,225,F,5,17.17,17.1,5.23,,39.5,,,
2013,7,11,Albany,King George Sound,Cracknell,,Commercial,131191,230,,561.6,166.8,230,F,5,32.87,22.61,2.78,,58.26,,,
2013,7,11,Albany,King George Sound,Cracknell,,Commercial,131192,212,,357.4,121.2,215,F,5,17.57,11,3.53,,32.1,,,
2013,7,11,Albany,King George Sound,Cracknell,,Commercial,131193,290,,983.2,268.5,288,F,5,52.28,38.22,12.79,,103.29,,,
2013,7,11,Albany,King George Sound,Cracknell,,Commercial,131194,293,,982.2,297.3,296,F,5,39.1,32.11,9.19,,80.4,,,
2013,7,11,Albany,King George Sound,Cracknell,,Commercial,131195,221,,415.8,132.7,221,F,2,21.41,14.17,4.42,,40,,,
2013,7,11,Albany,King George Sound,Cracknell,,Commercial,131196,222,,355.9,119.1,214,F,5,13.08,12.24,3.75,,29.07,,,
2013,7,11,Albany,King George Sound,Cracknell,,Commercial,131197,237,,560.3,170.9,237,F,5,32.22,23.67,7.03,,62.92,,,
2013,7,11,Albany,King George Sound,Cracknell,,Commercial,131198,191,,287.7,98.7,193,F,4,1.72,2.84,1.07,,5.63,,,
2013,7,11,Albany,King George Sound,Cracknell,,Commercial,131200,158,,189.3,62.9,158,F,2,0.25,0.13,0.07,,0.45,,,
2013,7,11,Albany,King George Sound,Cracknell,,Commercial,131201,238,,495,147.2,235,F,5,28.65,17.87,5.8,,52.32,,,
2013,7,11,Albany,King George Sound,Cracknell,,Commercial,131210,200,,343.2,110.2,197,F,5,18.67,10.76,3.16,,32.59,,,
2013,7,11,Albany,King George Sound,Cracknell,,Commercial,131211,198,,293.9,100.2,289,F,3,4.85,1.16,0.62,,6.63,,,
2013,7,11,Albany,King George Sound,Cracknell,,Commercial,131213,165,,205.6,72.4,163,F,3,4.11,0.31,0.19,,4.61,,,
2013,7,11,Albany,King George Sound,Cracknell,,Commercial,131214,209,,410.3,115.9,206,F,5,19.91,17.8,5.25,,42.96,,,
2013,7,11,Albany,King George Sound,Cracknell,,Commercial,131218,242,,590.7,199.4,244,F,5,28.32,18.82,6.28,,53.42,,,
2013,7,11,Albany,King George Sound,Cracknell,,Commercial,131219,225,,498.2,168.3,228,F,5,10.35,6.87,2.47,,19.69,,,
2013,7,11,Albany,King George Sound,Cracknell,,Commercial,131221,189,,286.1,98.9,193,F,5,3.95,2.89,1.08,,7.92,,,
2013,7,11,Albany,King George Sound,Cracknell,,Commercial,131223,230,,497.4,160.2,230,F,5,24.39,15.98,4.92,,45.29,,,
2013,7,11,Albany,King George Sound,Cracknell,,Commercial,131224,252,,613.1,179.5,254,F,5,36.55,23.11,6.87,,66.53,,,
2013,7,11,Albany,King George Sound,Cracknell,,Commercial,131225,188,,290.4,100.9,188,F,5,12.33,7.11,2.43,,21.87,,,
2013,7,22,Albany,King George Sound,Jackman,,Commercial,131226,220,,200.1,163.4,220,F,5,26.04,20.87,6.27,,53.18,,,
2013,7,22,Albany,King George Sound,Jackman,,Commercial,131227,200,,345.7,112.6,201,F,5,13.43,9.52,2.88,,25.83,,,
2013,7,22,Albany,King George Sound,Jackman,,Commercial,131229,242,,662.5,192.2,243,F,5,41.42,26.37,8.47,,76.26,,,
2013,7,22,Albany,King George Sound,Jackman,,Commercial,131231,210,,425.5,151.6,209,F,4,1.99,4.42,1.58,,7.99,,,
2013,7,22,Albany,King George Sound,Jackman,,Commercial,131232,183,,283.4,95.2,183,F,4,0.78,2.42,0.78,,3.98,,,
2013,7,22,Albany,King George Sound,Jackman,,Commercial,131236,200,,357,123.3,199,F,5,4.57,6.23,1.87,,12.67,,,
2013,7,22,Albany,King George Sound,Jackman,,Commercial,131242,178,,317.9,107.9,170,F,5,9.05,12.4,2.87,,24.32,,,
2013,7,22,Albany,King George Sound,Jackman,,Commercial,131244,206,,415.2,157.4,210,F,3,0.49,0.53,0.29,,1.31,,,
2013,8,11,Metro,Magles Bay,Warrick Upton,,Recreational,131245,,,,,205,F,5,9.08,12.64,3.55,,25.27,,,
2013,8,11,Metro,Magles Bay,Warrick Upton,,Recreational,131246,,,,,241,F,5,12.15,18,5.72,,35.87,,,
2013,8,11,Metro,Magles Bay,Warrick Upton,,Recreational,131247,,,,,163,F,4,0.76,1.47,0.58,,2.81,,,
2013,8,11,Metro,Magles Bay,Warrick Upton,,Recreational,131248,,,,,130,F,3,0.22,0.3,0.14,,0.66,,,
2013,8,11,Metro,Magles Bay,Warrick Upton,,Recreational,131251,,,,,164,F,3,0.31,0.43,0.32,,1.06,,,
2013,8,11,Metro,Magles Bay,Warrick Upton,,Recreational,131252,,,,,154,F,3,0.32,0.56,0.23,,1.11,,,
2013,8,19,Geographe Bay,,,,Research,131258,200,,322.2,98.2,196,F,4,1.04,1.68,0.65,,3.37,,,
2013,8,19,Geographe Bay,,,,Research,131262,191,,282.8,84.1,187,F,2,0.33,0.18,0.13,,0.64,,,
2013,8,19,Geographe Bay,,,,Research,131264,153,,168,53.7,150,F,2,0.23,0.08,0.04,,0.35,,,
2013,8,19,Geographe Bay,,,,Research,131265,165,,194.8,62.9,165,F,3,0.51,0.9,0.35,,1.76,,,
2013,8,19,Geographe Bay,,,,Research,131267,208,,341.9,95.6,206,F,5,11.06,9.1,2.98,,23.14,,,
2013,8,19,Geographe Bay,,,,Research,131268,171,,218.4,72.5,170,F,3,0.76,1.52,0.65,,2.93,,,
2013,8,19,Geographe Bay,,,,Research,131271,170,,185.2,58.4,168,F,3,0.58,0.61,0.23,,1.42,,,
2013,8,19,Geographe Bay,,,,Research,131272,181,,259.2,77.6,180,F,5,8.22,5.63,1.72,,15.57,,,
2013,8,19,Geographe Bay,,,,Research,131273,185,,255.6,80.3,183,F,3,0.4,0.28,0.17,,0.85,,,
2013,8,19,Geographe Bay,,,,Research,131274,212,,391.6,106.9,212,F,5,21.94,14.53,4.42,,40.89,,,
2013,8,19,Geographe Bay,,,,Research,131275,190,,263.1,88,191,F,4,1.63,2.58,0.95,,5.16,,,
2013,8,19,Geographe Bay,,,,Research,131279,214,,422.9,133.2,214,F,5,23.66,17.87,4.49,,46.02,,,
2013,8,19,Geographe Bay,,,,Research,131287,240,,506.3,149.3,240,F,5,27.03,18.64,6.61,,52.28,,,
2013,8,19,Geographe Bay,,,,Research,131288,211,,355.7,106.9,210,F,5,19.07,15.79,4.36,,39.22,,,
2013,8,19,Geographe Bay,,,,Research,131293,134,,117.4,38.7,134,F,2,0.28,0.17,0.08,,0.53,,,
2013,8,19,Geographe Bay,,,,Research,131299,205,,361.8,110.9,205,F,5,18.51,11,3.08,,32.59,,,
2013,8,19,Geographe Bay,,,,Research,131300,129,,97.4,33.7,130,F,2,0.17,0.08,0.06,,0.31,,,
2013,8,19,Geographe Bay,,,,Research,131301,256,,683.5,208.9,256,F,4,1.32,3.53,1.28,,6.13,,,
2013,8,19,Geographe Bay,,,,Research,131302,233,,563.9,142.1,236,F,5,22.61,18.5,5.78,,46.89,,,
2013,8,19,Geographe Bay,,,,Research,131306,210,,370.9,106.1,207,F,5,17.15,12.35,3.56,,33.06,,,
2013,8,21,Metro,Parmelia Bank,,,Research,131307,150,,138.9,43.9,148,F,2,0.26,0.16,0.05,,0.47,,,
2013,8,21,Metro,Parmelia Bank,,,Research,131308,177,,191.6,63,174,F,3,0.49,0.85,0.3,,1.64,,,
2013,8,21,Metro,Parmelia Bank,,,Research,131310,210,,299.5,105.6,207,F,5,2.55,3.78,1.35,,7.68,,,
2013,8,21,Metro,Parmelia Bank,,,Research,131311,139,,120.8,40.1,137,F,2,0.28,0.17,0.11,,0.56,,,
2013,8,21,Metro,Parmelia Bank,,,Research,131313,179,,229.4,77.9,179,F,5,2.51,3.74,1.11,,7.36,,,
2013,8,21,Metro,Parmelia Bank,,,Research,131315,220,,383.4,113.6,220,F,5,15.67,11.15,3.52,,30.34,,,
2013,8,21,Metro,Parmelia Bank,,,Research,131316,170,,190.6,67.5,170,F,2,0.41,0.72,0.27,,1.4,,,
2013,8,21,Metro,Parmelia Bank,,,Research,131318,160,,166.5,57.8,160,F,2,0.26,0.18,0.12,,0.56,,,
2013,8,21,Metro,Parmelia Bank,,,Research,131319,166,,212.5,67.5,165,F,3,0.53,0.62,0.37,,1.52,,,
2013,8,21,Metro,Parmelia Bank,,,Research,131322,254,,604.5,170.4,254,F,5,20.24,16.25,5.48,,41.97,,,
2013,8,21,Metro,Parmelia Bank,,,Research,131323,165,,184.7,56.4,165,F,3,0.43,0.13,0.12,,0.68,,,
2013,8,21,Metro,Parmelia Bank,,,Research,131324,186,,259.8,87,190,F,4,1.04,2.48,0.83,,4.35,,,
2013,8,21,Metro,Parmelia Bank,,,Research,131325,229,,430,125.7,228,F,5,24.55,19.52,6.1,,50.17,,,
2013,8,21,Metro,Parmelia Bank,,,Research,131327,245,,566.5,174.9,242,F,5,28.12,20.56,6.79,,55.47,,,
2013,8,21,Metro,Parmelia Bank,,,Research,131328,155,,149.6,50.4,153,F,3,0.43,0.51,0.18,,1.12,,,
2013,8,21,Metro,Parmelia Bank,,,Research,131331,148,,155.9,51.9,148,F,2,0.32,0.17,0.1,,0.59,,,
2013,8,21,Metro,Parmelia Bank,,,Research,131332,154,,157.6,52.3,155,F,2,0.31,0.2,0.04,,0.55,,,
2013,8,21,Albany,King George Sound,Jackman,,Commercial,131340,224,,524,163.6,224,F,5,41.38,29.62,8.63,,79.63,,,
2013,8,21,Albany,King George Sound,Jackman,,Commercial,131344,222,,485.5,148.1,221,F,5,35.19,20.16,5.18,,60.53,,,
2013,8,21,Albany,King George Sound,Jackman,,Commercial,131346,267,,781.7,246.6,267,F,3,2,5.44,1.88,,9.32,,,
2013,8,21,Albany,King George Sound,Jackman,,Commercial,131347,202,,337.6,113.5,201,F,5,20.62,12.08,3.32,,36.02,,,
2013,8,21,Albany,King George Sound,Jackman,,Commercial,131352,240,,640.6,182.7,238,F,5,27.74,16.93,5.53,,50.2,,,
2013,8,21,Albany,King George Sound,Jackman,,Commercial,131353,249,,332.9,225.3,251,F,5,40.91,30.5,9.31,,80.72,,,
2013,4,14,Albany,King George Sound,,,Recreational,131354,,,,,231,F,5,15.62,16.85,1.87,,34.34,,,
2013,4,14,Albany,King George Sound,,,Recreational,131356,,,,,209,F,3,,0.34,0.68,,1.02,,,
2013,4,14,Albany,King George Sound,,,Recreational,131358,,,,,234,F,5,16.43,22.53,5.78,,44.74,,,
2013,4,14,Albany,King George Sound,,,Recreational,131359,,,,,280,F,5,30.76,28.31,7.09,,66.16,,,
2013,4,14,Albany,King George Sound,,,Recreational,131369,,,,,210,F,5,9.18,14.68,4.56,,28.42,,,
2013,4,14,Albany,King George Sound,,,Recreational,131370,,,,,272,F,5,20.74,24.56,7,,52.3,,,
2013,4,14,Albany,King George Sound,,,Recreational,131372,,,,,,F,3,0.25,0.34,0.14,,,,,
2013,4,14,Albany,King George Sound,,,Recreational,131373,,,,,246,F,5,7.78,33.67,9.7,,51.15,,,
2013,7,6,Metro,Cockburn Sound,Alan Miles,,Recreational,131375,,,,,211,F,5,,14.67,4.5,,19.17,,,3-4 METERS
2013,8,20,Metro,Mangles Bay,Alan Miles,,Recreational,131376,,,,,148,F,5,0.73,2.94,1.09,,4.76,,,
2013,8,20,Metro,Mangles Bay,Alan Miles,,Recreational,131377,,,,,149,F,3,0.09,0.13,0.09,,0.31,,,
2013,8,20,Metro,Mangles Bay,Alan Miles,,Recreational,131378,,,,,170,F,3,0.33,0.26,0.17,,0.76,,,
2013,8,7,Metro,Mangles Bay,Alan Miles,,Recreational,131379,,,,,151,F,3,,0.16,0.07,,,,,
2013,8,7,Metro,Mangles Bay,Alan Miles,,Recreational,131380,,,,,180,F,5,1.13,4.93,1.59,,7.65,,,
2013,8,2,Metro,Mangles Bay,Alan Miles,,Recreational,131385,,,,,176,F,3,0.36,1.22,0.57,,2.15,,,
2013,8,7,Metro,Mangles Bay,Alan Miles,,Recreational,131389,,,,,131,F,3,0.11,0.18,0.08,,0.37,,,
2013,8,7,Metro,Mangles Bay,Alan Miles,,Recreational,131390,,,,,164,F,3,,0.16,0.12,,,,,
2013,8,7,Metro,Mangles Bay,Alan Miles,,Recreational,131392,,,,,163,F,3,,0.38,0.22,,,,,
2013,8,22,Metro,Mangles Bay,Alan Miles,,Recreational,131393,,,,,120,F,2,,0.04,0.02,,,,,
2013,8,22,Metro,Mangles Bay,Alan Miles,,Recreational,131396,,,,,127,F,2,,0.09,0.05,,,,,
2013,5,17,Metro,Garden Is.,Alan Miles,,Recreational,131400,,,,,163,F,2,0.09,0.16,0.07,,0.32,,,
2013,5,17,Metro,Garden Is.,Alan Miles,,Recreational,131402,,,,,193,F,5,1.56,10.55,3.46,,15.57,,,
2013,6,20,Metro,Garden Is.,Alan Miles,,Recreational,131403,,,,,126,F,2,,0.04,0.05,,,,,
2013,6,20,Metro,Garden Is.,Alan Miles,,Recreational,131404,,,,,176,F,3,,1.94,0.52,,,,,
2013,6,13,Metro,Safety Bay,Alan Miles,,Recreational,131408,,,,,152,F,2,0.08,0.06,0.12,,0.26,,,
2013,6,13,Metro,Safety Bay,Alan Miles,,Recreational,131410,,,,,128,F,2,,0.03,0.05,,,,,
2013,6,7,Metro,Warnbro Sound,Alan Miles,,Recreational,131412,,,,,255,F,5,6.02,23.78,7.22,,37.02,,,
2013,7,1,Metro,Warnbro Sound,Alan Miles,,Recreational,131415,,,,,183,F,5,2.76,6.08,1.92,,10.76,,,
2013,7,1,Metro,Warnbro Sound,Alan Miles,,Recreational,131416,,,,,155,F,2,,0.11,0.05,,,,,
2013,8,1,Albany,King George Sound,Jackman,,Commercial,131418,156,,162.5,63.6,161,F,3,0.08,0.75,0.36,,1.19,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131423,,,,,165,F,5,2.6,3.92,1.34,,7.86,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131425,,,,,155,F,2,0.19,0.15,0.08,,0.42,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131430,,,,,118,F,2,0.08,0.07,0.04,,0.19,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131432,,,,,165,F,2,0.18,0.13,0.08,,0.39,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131434,,,,,153,F,3,0.31,0.35,0.16,,0.82,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131435,,,,,155,F,3,0.42,0.62,0.33,,1.37,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131438,,,,,136,F,2,,0.11,0.07,,,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131439,,,,,171,F,5,1.27,2.95,1,,5.22,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131443,,,,,220,F,3,0.48,0.59,0.29,,1.36,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131445,,,,,229,F,5,10.58,17.56,6.26,,34.4,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131447,,,,,178,F,5,,2.07,0.84,,,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131449,,,,,139,F,2,0.09,0.08,0.07,,0.24,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131451,,,,,186,F,5,11.59,10.27,3.3,,25.16,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131453,,,,,217,F,5,29.9,20.57,6.1,,56.57,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131455,,,,,157,F,4,,1.27,0.55,,,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131458,,,,,158,F,2,0.17,0.09,0.06,,0.32,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131463,,,,,173,F,3,0.17,0.26,0.11,,0.54,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131464,,,,,179,F,3,0.56,1.79,0.72,,3.07,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131465,,,,,142,F,3,0.29,0.69,0.32,,1.3,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131467,,,,,173,F,3,0.52,0.69,0.31,,1.52,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131468,,,,,205,F,5,3.79,15.49,4.4,,23.68,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131469,,,,,211,F,5,3.37,8.86,4.55,,16.78,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131471,,,,,180,F,5,0.88,2.72,0.96,,4.56,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131472,,,,,201,F,5,4.61,9.58,3.02,,17.21,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131474,,,,,151,F,2,,0.13,0.09,,,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131478,,,,,133,F,2,0.08,0.21,0.1,,0.39,,,
2013,8,18,Geographe Bay,Busselton Jetty,Warrick Upton,,Recreational,131479,,,,,167,F,2,0.16,0.49,0.23,,0.88,,,
2013,8,18,Geographe Bay,Busselton Jetty,Warrick Upton,,Recreational,131480,,,,,194,F,5,5.14,6.79,1.91,,13.84,,,
2013,8,18,Geographe Bay,Busselton Jetty,Warrick Upton,,Recreational,131482,,,,,201,F,5,13.56,10.38,2.55,,26.49,,,
2013,8,13,Geographe Bay,Busselton Jetty,Warrick Upton,,Recreational,131485,,,,,243,F,5,12.9,20.91,7.02,,40.83,,,
2013,8,13,Geographe Bay,Busselton Jetty,Warrick Upton,,Recreational,131486,,,,,247,F,5,16.55,20.44,6.62,,43.61,,,
2013,9,21,Albany,King George Sound,,,Recreational,131489,,,,,248,F,5,33.89,26.21,7.01,,67.11,,,
2013,9,21,Albany,King George Sound,,,Recreational,131491,,,,,240,F,5,14.43,24.87,6.6,,45.9,,,
2013,9,21,Albany,King George Sound,,,Research,131494,182,,256.5,80.9,182,F,4,1.27,2.01,0.73,,4.01,,,
2013,9,21,Albany,King George Sound,,,Research,131496,230,,424.3,148.1,226,F,5,14.73,10.98,3.28,,28.99,,,
2013,9,21,Albany,King George Sound,,,Research,131497,230,,467.5,150.9,228,F,5,22.62,17.71,4.81,,45.14,,,
2013,9,21,Albany,King George Sound,,,Research,131498,220,,472.6,139.6,221,F,5,22.92,13.71,3.66,,40.29,,,
2013,9,21,Albany,King George Sound,,,Research,131500,210,,382.2,112.6,215,F,5,17.38,13.62,3.53,,34.53,,,
2013,9,21,Albany,King George Sound,,,Research,131501,197,,287.8,100.9,195,F,4,2.78,4.33,1.43,,8.54,,,
2013,9,21,Albany,King George Sound,,,Research,131504,218,,391.6,122.3,216,F,5,15.82,10.6,3.31,,29.73,,,
2013,9,21,Albany,King George Sound,,,Research,131506,194,,277.9,91.2,195,F,5,2.9,4.2,1.31,,8.41,,,
2013,9,21,Albany,King George Sound,,,Research,131508,201,,392,119.2,201,F,5,17.11,11.34,3.65,,32.1,,,
2013,9,21,Albany,King George Sound,,,Research,131511,195,,284.9,96.1,196,F,3,0.6,1.25,0.56,,2.41,,,
2013,9,27,Geographe Bay,,,,Research,131519,208,,368,106.9,208,F,5,21.46,15.37,4.71,,41.54,,,
2013,9,27,Geographe Bay,,,,Research,131520,197,,309.4,95.7,195,F,5,20.43,13.07,3.61,,37.11,,,
2013,9,27,Geographe Bay,,,,Research,131521,245,,492.9,128.5,247,F,5,28.77,22.98,7.39,,59.14,,,
2013,9,27,Geographe Bay,,,,Research,131522,155,,154.5,54.1,156,F,5,0.37,0.35,0.15,,0.87,,,
2013,9,27,Geographe Bay,,,,Research,131523,195,,299.2,89.7,195,F,5,17.26,13.08,4.08,,34.42,,,
2013,9,27,Geographe Bay,,,,Research,131524,126,,107.9,36.6,126,F,2,0.31,0.36,0.14,,0.81,,,
2013,9,27,Geographe Bay,,,,Research,131526,200,,326.9,90.4,200,F,5,23.66,14.64,4.33,,42.63,,,
2013,6,17,Geographe Bay,Busselton Jetty,Andy Smith,,Recreational,131530,200,,,,,F,3,0.61,,,,,,,
2013,6,17,Geographe Bay,Busselton Jetty,,,Recreational,131532,200,,,,,F,3,0.48,2.41,0.95,,3.84,,,
2013,6,16,Geographe Bay,Busselton Jetty,,,Recreational,131534,215,,,,,F,3,0.36,0.53,,,,,,
2013,6,16,Geographe Bay,Busselton Jetty,,,Recreational,131535,210,,,,,F,5,6.46,4.39,1.61,,12.46,,,
2013,6,16,Geographe Bay,Busselton Jetty,,,Recreational,131536,195,,,,,F,5,5.87,,,,,,,
2013,6,16,Geographe Bay,Busselton Jetty,,,Recreational,131537,245,,,,,F,5,11.5,,,,,,,
2013,6,16,Geographe Bay,Busselton Jetty,,,Recreational,131539,215,,,,,F,5,7.96,,,,,,,
2013,9,29,Metro,Mangles Bay,Warrick Upton,,Recreational,131540,,,,,125,F,2,0.09,0.1,0.66,,0.85,,,NO STATOLITHS
2013,9,29,Metro,Mangles Bay,Warrick Upton,,Recreational,131541,,,,,122,F,2,0.17,0.06,0.05,,0.28,,,
2013,9,29,Metro,Mangles Bay,Warrick Upton,,Recreational,131542,,,,,171,F,3,0.59,1.37,0.49,,2.45,,,
2013,9,29,Metro,Mangles Bay,Warrick Upton,,Recreational,131543,,,,,176,F,3,0.86,1.85,0.43,,3.14,,,
2013,9,29,Metro,Mangles Bay,Warrick Upton,,Recreational,131544,,,,,149,F,2,0.22,0.23,0.13,,0.58,,,
2013,9,29,Metro,Mangles Bay,Warrick Upton,,Recreational,131545,,,,,151,F,2,0.27,0.2,0.14,,0.61,,,
2013,9,29,Metro,Mangles Bay,Warrick Upton,,Recreational,131546,,,,,169,F,3,0.83,1.69,0.66,,3.18,,,
2013,9,29,Metro,Mangles Bay,Warrick Upton,,Recreational,131547,,,,,189,F,3,0.37,0.74,0.32,,1.43,,,
2013,9,29,Metro,Mangles Bay,Warrick Upton,,Recreational,131548,,,,,171,F,3,0.73,1.23,0.53,,2.49,,,
2013,9,29,Metro,Mangles Bay,Warrick Upton,,Recreational,131550,,,,,162,F,3,0.98,1.64,0.62,,3.24,,,
2013,9,29,Metro,Mangles Bay,Warrick Upton,,Recreational,131551,,,,,198,F,3,0.57,0.58,0.34,,1.49,,,
2013,9,29,Metro,Mangles Bay,Warrick Upton,,Recreational,131552,,,,,184,F,5,3.8,4.18,1.37,,9.35,,,
2013,9,29,Metro,Mangles Bay,Warrick Upton,,Recreational,131556,,,,,202,F,2,0.46,0.36,0.26,,1.08,,,
2013,9,4,Metro,Mangles Bay,Warrick Upton,,Recreational,131557,,,,,193,F,5,8.43,10.32,3.11,,21.86,,,
2013,10,13,Esperance,O'Briens,,,Research,131563,247,,530.7,148.6,246,F,5,37.77,28.23,7.81,,73.81,,a,
2013,10,13,Esperance,O'Briens,,,Research,131565,234,,466.5,127.4,235,F,5,21.86,14.13,4.96,,40.95,,a,
2013,10,21,Metro,Parmelia Bank,,,Research,131567,111,,69.9,22.6,111,F,1,0.11,0.04,0.05,,0.2,,,
2013,10,21,Metro,Parmelia Bank,,,Research,131568,162,,182.6,60.7,160,F,2,0.44,0.5,0.27,,1.21,,,
2013,10,21,Metro,Parmelia Bank,,,Research,131569,205,,347.2,115.5,201,F,3,1.42,2.82,1.08,,5.32,,,
2013,10,21,Metro,Parmelia Bank,,,Research,131572,222,,438.9,119.9,217,F,5,25.35,17.53,5.36,,48.24,,a,
2013,10,21,Metro,Parmelia Bank,,,Research,131574,169,,186.5,63.2,164,F,2,0.42,0.18,0.35,,0.95,,,
2013,10,21,Metro,Parmelia Bank,,,Research,131575,180,,240.2,77.5,180,F,3,0.65,1.28,0.49,,2.42,,,
2013,10,21,Metro,Parmelia Bank,,,Research,131576,136,,127.2,37.7,136,F,2,0.18,0.04,0.05,,0.27,,,
2013,10,21,Metro,Parmelia Bank,,,Research,131578,160,,185.5,58.6,162,F,2,0.33,0.27,0.09,,0.69,,,
2013,10,21,Metro,Parmelia Bank,,,Research,131579,147,,146.3,47.7,144,F,2,0.33,0.1,0.09,,0.52,,,
2013,10,21,Metro,Parmelia Bank,,,Research,131580,135,,116.5,38,136,F,2,0.23,0.06,0.22,,0.51,,,
2013,10,21,Metro,Parmelia Bank,,,Research,131582,133,,109.8,34.2,130,F,2,0.28,0.06,0.09,,0.43,,,
2013,10,21,Metro,Parmelia Bank,,,Research,131583,166,,178.6,55.9,164,F,2,0.47,0.19,0.34,,1,,,
